match_id,match_date,kick_off,competition_id,competition_name,country_name,season_id,season_name,home_team_id,home_team_name,away_team_id,away_team_name,home_score,away_score,match_week,stadium_name,stadium_country,referee_name,referee_country
19770,2018-12-02,13:30:00.000,37,FA Women's Super League,England,4,2018/2019,746,Manchester City WFC,968,Arsenal WFC,2,0,11,Academy Stadium ,England,Abigail Marriott,England
19820,2019-05-11,13:30:00.000,37,FA Women's Super League,England,4,2018/2019,974,Reading WFC,971,Chelsea FCW,2,3,22,Adams Park ,England,Abigail Byrne,England
19772,2018-12-02,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,971,Chelsea FCW,974,Reading WFC,1,0,11,Kingsmeadow,England,Lucy Oliver,England
19769,2018-12-02,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,965,Brighton & Hove Albion WFC,972,West Ham United LFC,0,1,11,Broadfield Stadium,England,Kirsty Dowle,England
19746,2018-10-28,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,967,Everton LFC,972,West Ham United LFC,1,2,7,Haig Avenue,England,Aaron Jackson,England
7298,2018-02-24,20:45:00.000,37,FA Women's Super League,England,4,2018/2019,746,Manchester City WFC,971,Chelsea FCW,2,2,0,Academy Stadium ,England,Darren England,England
19778,2018-12-09,13:15:00.000,37,FA Women's Super League,England,4,2018/2019,746,Manchester City WFC,969,Birmingham City WFC,1,0,12,Academy Stadium ,England,Rebecca Welch,England
19771,2018-12-02,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,969,Birmingham City WFC,970,Yeovil Town LFC,2,1,11,	ARMCO Arena ,England,Jane Simms,England
19736,2018-10-14,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,971,Chelsea FCW,968,Arsenal WFC,0,5,5,Kingsmeadow,England,Sam Purkiss,England
19745,2018-10-28,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,965,Brighton & Hove Albion WFC,970,Yeovil Town LFC,2,1,7,Broadfield Stadium,England,Jacob Miles,England
19730,2018-09-30,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,971,Chelsea FCW,965,Brighton & Hove Albion WFC,2,0,4,Kingsmeadow,England,Abigail Marriott,England
19794,2019-02-20,20:30:00.000,37,FA Women's Super League,England,4,2018/2019,971,Chelsea FCW,973,Bristol City WFC,6,0,17,Kingsmeadow,England,Tom Bishop,England
19766,2018-11-25,13:30:00.000,37,FA Women's Super League,England,4,2018/2019,968,Arsenal WFC,965,Brighton & Hove Albion WFC,4,1,10,Meadow Park ,England,Rob Whitton,England
19734,2018-10-14,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,967,Everton LFC,965,Brighton & Hove Albion WFC,3,3,5,Haig Avenue,England,Steven Copeland,England
19717,2018-09-09,13:30:00.000,37,FA Women's Super League,England,4,2018/2019,968,Arsenal WFC,966,Liverpool WFC,5,0,1,Meadow Park ,England,Jason Richardson,England
19718,2018-09-09,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,969,Birmingham City WFC,967,Everton LFC,1,0,1,	ARMCO Arena ,England,James Bell,England
19810,2019-04-21,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,966,Liverpool WFC,973,Bristol City WFC,5,2,20,Prenton Park,England,Lucy Oliver,England
19743,2018-10-21,13:30:00.000,37,FA Women's Super League,England,4,2018/2019,969,Birmingham City WFC,971,Chelsea FCW,0,0,6,	ARMCO Arena ,England,Amy Fearn,England
19740,2018-10-21,16:00:00.000,37,FA Women's Super League,England,4,2018/2019,972,West Ham United LFC,966,Liverpool WFC,0,1,6,The Rush Green Stadium,England,Jack Packman,England
19716,2018-09-09,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,974,Reading WFC,970,Yeovil Town LFC,4,0,1,Adams Park ,England,Helen Conley,England
19800,2019-03-14,20:30:00.000,37,FA Women's Super League,England,4,2018/2019,968,Arsenal WFC,973,Bristol City WFC,4,0,18,Meadow Park ,England,Rob Whitton,England
19739,2018-10-21,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,965,Brighton & Hove Albion WFC,746,Manchester City WFC,0,6,6,Broadfield Stadium,England,Lucy Oliver,England
19748,2018-10-28,13:30:00.000,37,FA Women's Super League,England,4,2018/2019,971,Chelsea FCW,966,Liverpool WFC,1,0,7,Kingsmeadow,England,Stacey Pearson,England
19822,2019-05-11,13:30:00.000,37,FA Women's Super League,England,4,2018/2019,970,Yeovil Town LFC,969,Birmingham City WFC,0,2,22,Clayson Stadium,England,Kirsty Dowle,England
19785,2019-01-13,13:30:00.000,37,FA Women's Super League,England,4,2018/2019,968,Arsenal WFC,971,Chelsea FCW,1,2,14,Meadow Park ,England,Rebecca Welch,England
19749,2018-11-04,13:30:00.000,37,FA Women's Super League,England,4,2018/2019,968,Arsenal WFC,969,Birmingham City WFC,3,1,8,Meadow Park ,England,Rebecca Welch,England
19751,2018-11-04,16:00:00.000,37,FA Women's Super League,England,4,2018/2019,972,West Ham United LFC,971,Chelsea FCW,0,2,8,The Rush Green Stadium,England,Paul Howard,England
19764,2018-11-25,16:00:00.000,37,FA Women's Super League,England,4,2018/2019,970,Yeovil Town LFC,746,Manchester City WFC,0,4,10,Clayson Stadium,England,Lewis Sandoe,England
19773,2018-12-02,13:00:00.000,37,FA Women's Super League,England,4,2018/2019,967,Everton LFC,966,Liverpool WFC,2,1,11,Haig Avenue,England,Simon Mather,England
19783,2019-01-06,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,971,Chelsea FCW,967,Everton LFC,3,0,13,Kingsmeadow,England,Lee Brennan,England
19747,2018-10-26,20:00:00.000,37,FA Women's Super League,England,4,2018/2019,746,Manchester City WFC,974,Reading WFC,1,1,7,Academy Stadium ,England,David McNamara,England
19757,2019-02-10,16:00:00.000,37,FA Women's Super League,England,4,2018/2019,973,Bristol City WFC,965,Brighton & Hove Albion WFC,0,0,16,Stoke Gifford Stadium,England,Sarah Garratt,England
19742,2018-10-21,16:00:00.000,37,FA Women's Super League,England,4,2018/2019,970,Yeovil Town LFC,973,Bristol City WFC,1,2,6,Clayson Stadium,England,Scott Jackson,England
19777,2018-12-09,16:00:00.000,37,FA Women's Super League,England,4,2018/2019,970,Yeovil Town LFC,972,West Ham United LFC,0,5,12,Clayson Stadium,England,Matthew Russell,England
19758,2019-04-17,20:45:00.000,37,FA Women's Super League,England,4,2018/2019,970,Yeovil Town LFC,974,Reading WFC,0,5,16,Clayson Stadium,England,Scott Jackson,England
19802,2019-03-13,20:45:00.000,37,FA Women's Super League,England,4,2018/2019,970,Yeovil Town LFC,965,Brighton & Hove Albion WFC,1,1,18,Clayson Stadium,England,James Durkin,England
19803,2019-03-13,20:45:00.000,37,FA Women's Super League,England,4,2018/2019,972,West Ham United LFC,967,Everton LFC,0,1,18,The Rush Green Stadium,England,Dean Skipper,England
19811,2019-04-21,13:30:00.000,37,FA Women's Super League,England,4,2018/2019,968,Arsenal WFC,967,Everton LFC,2,1,20,Meadow Park ,England,Stacey Pearson,England
19805,2019-03-31,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,971,Chelsea FCW,972,West Ham United LFC,1,1,19,Kingsmeadow,England,Stacey Pearson,England
19752,2018-11-04,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,966,Liverpool WFC,746,Manchester City WFC,0,3,8,Prenton Park,England,Thomas Parsons,England
19775,2018-12-09,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,974,Reading WFC,966,Liverpool WFC,2,2,12,Adams Park ,England,Joshua Smith,England
19760,2018-11-18,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,971,Chelsea FCW,970,Yeovil Town LFC,5,0,9,Kingsmeadow,England,Kirsty Dowle,England
19787,2019-01-13,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,969,Birmingham City WFC,973,Bristol City WFC,0,1,14,	ARMCO Arena ,England,Lisa Benn,England
19733,2018-09-30,13:30:00.000,37,FA Women's Super League,England,4,2018/2019,969,Birmingham City WFC,746,Manchester City WFC,2,3,4,	ARMCO Arena ,England,Wayne Cartmel,England
19765,2018-11-25,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,966,Liverpool WFC,969,Birmingham City WFC,0,2,10,Prenton Park,England,Sam Mulhall,England
19792,2019-01-27,16:00:00.000,37,FA Women's Super League,England,4,2018/2019,973,Bristol City WFC,970,Yeovil Town LFC,2,1,15,Stoke Gifford Stadium,England,Kirsty Dowle,England
19732,2018-09-30,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,966,Liverpool WFC,974,Reading WFC,0,1,4,Prenton Park,England,David McNamara,England
19744,2018-10-28,16:00:00.000,37,FA Women's Super League,England,4,2018/2019,973,Bristol City WFC,968,Arsenal WFC,0,4,7,Stoke Gifford Stadium,England,Daniel Lamport,England
19799,2019-03-13,20:00:00.000,37,FA Women's Super League,England,4,2018/2019,966,Liverpool WFC,971,Chelsea FCW,0,4,18,Prenton Park,England,Joe Hull,England
19753,2018-11-04,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,974,Reading WFC,973,Bristol City WFC,3,0,8,Adams Park ,England,Abigail Marnot,England
19735,2018-10-14,13:30:00.000,37,FA Women's Super League,England,4,2018/2019,746,Manchester City WFC,972,West Ham United LFC,7,1,5,Academy Stadium ,England,Rebecca Welch,England
19720,2018-09-19,20:00:00.000,37,FA Women's Super League,England,4,2018/2019,973,Bristol City WFC,971,Chelsea FCW,0,0,2,Stoke Gifford Stadium,England,Stacey Pearson,England
19719,2018-09-19,20:45:00.000,37,FA Women's Super League,England,4,2018/2019,972,West Ham United LFC,974,Reading WFC,0,0,2,The Rush Green Stadium,England,Abigail Marriott,England
19715,2018-09-09,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,965,Brighton & Hove Albion WFC,973,Bristol City WFC,0,1,1,Broadfield Stadium,England,Jack Packman,England
19723,2018-09-20,20:00:00.000,37,FA Women's Super League,England,4,2018/2019,967,Everton LFC,746,Manchester City WFC,0,4,2,Haig Avenue,England,Lucy Oliver,England
19722,2018-09-19,20:45:00.000,37,FA Women's Super League,England,4,2018/2019,970,Yeovil Town LFC,968,Arsenal WFC,0,7,2,Clayson Stadium,England,Scott Jackson,England
19727,2018-09-23,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,974,Reading WFC,969,Birmingham City WFC,0,1,3,Adams Park ,England,Jacob Miles,England
19731,2018-09-30,16:00:00.000,37,FA Women's Super League,England,4,2018/2019,972,West Ham United LFC,970,Yeovil Town LFC,2,1,4,The Rush Green Stadium,England,David Spain,England
19714,2018-09-09,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,971,Chelsea FCW,746,Manchester City WFC,0,0,1,Kingsmeadow,England,Rebecca Welch,England
19728,2018-09-23,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,746,Manchester City WFC,973,Bristol City WFC,2,2,3,Academy Stadium ,England,Asaka Koizumi,Japan
19726,2018-09-23,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,967,Everton LFC,971,Chelsea FCW,0,0,3,Haig Avenue,England,Helen Conley,England
19725,2018-09-23,13:15:00.000,37,FA Women's Super League,England,4,2018/2019,965,Brighton & Hove Albion WFC,966,Liverpool WFC,0,1,3,Broadfield Stadium,England,Amy Fearn,England
19738,2018-10-14,16:00:00.000,37,FA Women's Super League,England,4,2018/2019,973,Bristol City WFC,969,Birmingham City WFC,0,1,5,Stoke Gifford Stadium,England,Samuel Allison,England
19759,2018-11-18,13:30:00.000,37,FA Women's Super League,England,4,2018/2019,967,Everton LFC,968,Arsenal WFC,0,4,9,Haig Avenue,England,Lucy Oliver,England
19750,2018-11-04,16:00:00.000,37,FA Women's Super League,England,4,2018/2019,970,Yeovil Town LFC,967,Everton LFC,1,0,8,Clayson Stadium,England,Phillip Staynings,England
19761,2018-11-17,16:00:00.000,37,FA Women's Super League,England,4,2018/2019,973,Bristol City WFC,966,Liverpool WFC,2,1,9,Stoke Gifford Stadium,England,Richard Gardner,England
19762,2018-11-18,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,965,Brighton & Hove Albion WFC,974,Reading WFC,1,4,9,Broadfield Stadium,England,Ryan Atkin,England
19763,2018-11-18,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,969,Birmingham City WFC,972,West Ham United LFC,3,0,9,	ARMCO Arena ,England,Stacey Pearson,England
19768,2018-11-25,16:00:00.000,37,FA Women's Super League,England,4,2018/2019,972,West Ham United LFC,973,Bristol City WFC,2,0,10,The Rush Green Stadium,England,Helen Conley,England
19767,2018-11-25,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,974,Reading WFC,967,Everton LFC,2,1,10,Adams Park ,England,Amy Fearn,England
19776,2018-12-09,15:30:00.000,37,FA Women's Super League,England,4,2018/2019,965,Brighton & Hove Albion WFC,971,Chelsea FCW,0,4,12,Broadfield Stadium,England,David Rick,England
19737,2018-10-14,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,966,Liverpool WFC,970,Yeovil Town LFC,2,1,5,Prenton Park,England,Helen Conley,England
19790,2019-01-27,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,746,Manchester City WFC,965,Brighton & Hove Albion WFC,3,0,15,Academy Stadium ,England,Amy Fearn,England
19793,2019-01-28,20:00:00.000,37,FA Women's Super League,England,4,2018/2019,966,Liverpool WFC,972,West Ham United LFC,1,0,15,Prenton Park,England,Rebecca Welch,England
19789,2019-01-27,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,971,Chelsea FCW,969,Birmingham City WFC,2,3,15,Kingsmeadow,England,Helen Conley,England
19791,2019-01-27,13:30:00.000,37,FA Women's Super League,England,4,2018/2019,974,Reading WFC,968,Arsenal WFC,0,3,15,Adams Park ,England,Lucy Oliver,England
19795,2019-02-20,20:30:00.000,37,FA Women's Super League,England,4,2018/2019,974,Reading WFC,972,West Ham United LFC,1,2,17,Select Car Leasing Stadium,England,Rebecca Welch,England
19797,2019-02-20,20:30:00.000,37,FA Women's Super League,England,4,2018/2019,968,Arsenal WFC,970,Yeovil Town LFC,3,0,17,Meadow Park ,England,Kirsty Dowle,England
19780,2019-01-06,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,966,Liverpool WFC,965,Brighton & Hove Albion WFC,0,2,13,Prenton Park,England,Elizabeth Simms,England
19781,2019-01-06,13:30:00.000,37,FA Women's Super League,England,4,2018/2019,972,West Ham United LFC,968,Arsenal WFC,2,4,13,The Rush Green Stadium,England,Will Finnie,England
19779,2019-01-06,16:00:00.000,37,FA Women's Super League,England,4,2018/2019,973,Bristol City WFC,746,Manchester City WFC,1,1,13,Stoke Gifford Stadium,England,James Durkin,England
19798,2019-02-20,20:00:00.000,37,FA Women's Super League,England,4,2018/2019,746,Manchester City WFC,967,Everton LFC,3,1,17,Academy Stadium ,England,Elizabeth Simms,England
19782,2019-01-06,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,969,Birmingham City WFC,974,Reading WFC,2,1,13,	ARMCO Arena ,England,Robert Massey Ellis,England
19784,2019-01-13,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,965,Brighton & Hove Albion WFC,967,Everton LFC,0,0,14,Broadfield Stadium,England,Sunny Sukhvir Gill,England
19786,2019-01-13,16:00:00.000,37,FA Women's Super League,England,4,2018/2019,972,West Ham United LFC,746,Manchester City WFC,1,3,14,The Rush Green Stadium,England,Jason Richardson,England
19774,2018-12-09,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,967,Everton LFC,973,Bristol City WFC,0,2,12,Haig Avenue,England,Jane Simms,England
19755,2019-02-10,14:00:00.000,37,FA Women's Super League,England,4,2018/2019,746,Manchester City WFC,971,Chelsea FCW,2,2,16,Academy Stadium ,England,Matthew Dicicco,England
19806,2019-03-31,16:00:00.000,37,FA Women's Super League,England,4,2018/2019,973,Bristol City WFC,974,Reading WFC,0,1,19,Stoke Gifford Stadium,England,Samuel Allison,England
19807,2019-03-31,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,746,Manchester City WFC,966,Liverpool WFC,2,1,19,Academy Stadium ,England,Lucy Oliver,England
19788,2019-01-13,16:00:00.000,37,FA Women's Super League,England,4,2018/2019,970,Yeovil Town LFC,966,Liverpool WFC,1,2,14,Clayson Stadium,England,Marc Whaley,England
19808,2019-03-31,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,967,Everton LFC,970,Yeovil Town LFC,0,1,19,Haig Avenue,England,Jill Short,England
19804,2019-03-31,13:30:00.000,37,FA Women's Super League,England,4,2018/2019,969,Birmingham City WFC,968,Arsenal WFC,0,1,19,	ARMCO Arena ,England,Rebecca Welch,England
19813,2019-04-21,16:00:00.000,37,FA Women's Super League,England,4,2018/2019,972,West Ham United LFC,969,Birmingham City WFC,1,2,20,The Rush Green Stadium,England,Rob Whitton,England
19816,2019-04-28,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,969,Birmingham City WFC,966,Liverpool WFC,2,0,21,St Andrew''s Trillion Trophy Stadium,England,Abigail Byrne,England
19809,2019-04-20,14:00:00.000,37,FA Women's Super League,England,4,2018/2019,974,Reading WFC,965,Brighton & Hove Albion WFC,1,0,20,Select Car Leasing Stadium,England,Amy Fearn,England
19815,2019-04-28,13:15:00.000,37,FA Women's Super League,England,4,2018/2019,965,Brighton & Hove Albion WFC,968,Arsenal WFC,0,4,21,The American Express Community Stadium,England,Lucy Oliver,England
19817,2019-04-28,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,967,Everton LFC,974,Reading WFC,3,2,21,Haig Avenue,England,Andrew Kitchen,England
19818,2019-04-28,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,746,Manchester City WFC,970,Yeovil Town LFC,2,1,21,Academy Stadium ,England,Richard Aspinall,England
19819,2019-05-11,13:30:00.000,37,FA Women's Super League,England,4,2018/2019,972,West Ham United LFC,965,Brighton & Hove Albion WFC,0,4,22,The Rush Green Stadium,England,Stacey Pearson,England
19821,2019-05-11,13:30:00.000,37,FA Women's Super League,England,4,2018/2019,968,Arsenal WFC,746,Manchester City WFC,1,0,22,Meadow Park ,England,Rebecca Welch,England
19801,2019-03-13,20:30:00.000,37,FA Women's Super League,England,4,2018/2019,974,Reading WFC,746,Manchester City WFC,3,4,18,Adams Park ,England,Tom Reeves,England
19741,2018-10-21,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,968,Arsenal WFC,974,Reading WFC,6,0,6,Meadow Park ,England,Abigail Marriott,England
19756,2019-04-17,20:00:00.000,37,FA Women's Super League,England,4,2018/2019,967,Everton LFC,969,Birmingham City WFC,1,3,16,Haig Avenue,England,Paul Clarke,England
19754,2019-03-24,13:30:00.000,37,FA Women's Super League,England,4,2018/2019,966,Liverpool WFC,968,Arsenal WFC,1,5,16,Prenton Park,England,Helen Conley,England
19724,2018-09-23,15:00:00.000,37,FA Women's Super League,England,4,2018/2019,968,Arsenal WFC,972,West Ham United LFC,4,3,3,Meadow Park ,England,Paul Howard,England
19814,2019-04-28,16:00:00.000,37,FA Women's Super League,England,4,2018/2019,973,Bristol City WFC,972,West Ham United LFC,1,2,21,Stoke Gifford Stadium,England,Richard Hulme,England
19729,2019-03-24,16:00:00.000,37,FA Women's Super League,England,4,2018/2019,973,Bristol City WFC,967,Everton LFC,1,0,4,Stoke Gifford Stadium,England,Stacey Pearson,England
19796,2019-02-20,20:45:00.000,37,FA Women's Super League,England,4,2018/2019,965,Brighton & Hove Albion WFC,969,Birmingham City WFC,2,1,17,Broadfield Stadium,England,Abigail Marnot,England
2275127,2019-10-13,15:00:00.000,37,FA Women's Super League,England,42,2019/2020,974,Reading WFC,967,Everton LFC,3,2,4,Adams Park ,England,Alan Dale,England
2275136,2019-09-07,16:00:00.000,37,FA Women's Super League,England,42,2019/2020,746,Manchester City WFC,1475,Manchester United,1,0,1,Etihad Stadium,England,Rebecca Welch,England
2275154,2019-11-17,15:00:00.000,37,FA Women's Super League,England,42,2019/2020,971,Chelsea FCW,1475,Manchester United,1,0,6,Kingsmeadow,England,Jack Packman,England
2275150,2019-12-01,16:00:00.000,37,FA Women's Super League,England,42,2019/2020,972,West Ham United LFC,1475,Manchester United,3,2,8,The Rush Green Stadium,England,Amy Fearn,England
2275146,2019-12-08,13:00:00.000,37,FA Women's Super League,England,42,2019/2020,1475,Manchester United,967,Everton LFC,3,1,9,Leigh Sports Village Stadium,England,Joe Hull,England
2275142,2020-01-05,13:00:00.000,37,FA Women's Super League,England,42,2019/2020,1475,Manchester United,973,Bristol City WFC,0,1,11,Leigh Sports Village Stadium,England,Lucy Oliver,England
2275137,2020-01-19,13:00:00.000,37,FA Women's Super League,England,42,2019/2020,1475,Manchester United,749,Tottenham Hotspur Women,3,0,13,Leigh Sports Village Stadium,England,Edward Duckworth,England
2275153,2020-02-02,15:00:00.000,37,FA Women's Super League,England,42,2019/2020,974,Reading WFC,1475,Manchester United,1,1,14,Adams Park ,England,Kirsty Dowle,England
2275151,2020-02-12,20:45:00.000,37,FA Women's Super League,England,42,2019/2020,965,Brighton & Hove Albion WFC,1475,Manchester United,1,1,16,Broadfield Stadium,England,Savvas Yianni,England
2275144,2020-02-23,13:30:00.000,37,FA Women's Super League,England,42,2019/2020,967,Everton LFC,1475,Manchester United,2,3,17,Walton Hall Park,England,Andrew Sykes,England
2275088,2019-12-08,16:00:00.000,37,FA Women's Super League,England,42,2019/2020,973,Bristol City WFC,969,Birmingham City WFC,0,2,9,Stoke Gifford Stadium,England,Samuel Allison,England
2275110,2019-10-27,15:00:00.000,37,FA Women's Super League,England,42,2019/2020,969,Birmingham City WFC,966,Liverpool WFC,2,0,5,	ARMCO Arena ,England,Lisa Benn,England
2275044,2019-10-27,15:30:00.000,37,FA Women's Super League,England,42,2019/2020,968,Arsenal WFC,746,Manchester City WFC,1,0,5,Meadow Park ,England,Rebecca Welch,England
2275105,2020-02-23,15:00:00.000,37,FA Women's Super League,England,42,2019/2020,746,Manchester City WFC,971,Chelsea FCW,3,3,17,Academy Stadium ,England,Rebecca Welch,England
2275063,2019-10-13,16:00:00.000,37,FA Women's Super League,England,42,2019/2020,971,Chelsea FCW,968,Arsenal WFC,2,1,4,Kingsmeadow,England,Rebecca Welch,England
2275054,2020-01-05,15:00:00.000,37,FA Women's Super League,England,42,2019/2020,965,Brighton & Hove Albion WFC,966,Liverpool WFC,1,0,11,Broadfield Stadium,England,Amy Fearn,England
2275072,2020-01-05,13:30:00.000,37,FA Women's Super League,England,42,2019/2020,971,Chelsea FCW,974,Reading WFC,3,1,11,Kingsmeadow,England,Stacey Pearson,England
2275085,2020-01-05,15:00:00.000,37,FA Women's Super League,England,42,2019/2020,749,Tottenham Hotspur Women,746,Manchester City WFC,1,4,11,The Hive Stadium,England,Helen Conley,England
2275113,2020-01-19,16:00:00.000,37,FA Women's Super League,England,42,2019/2020,972,West Ham United LFC,965,Brighton & Hove Albion WFC,2,1,13,The Rush Green Stadium,England,Ryan Atkin,England
2275099,2019-09-08,15:00:00.000,37,FA Women's Super League,England,42,2019/2020,966,Liverpool WFC,974,Reading WFC,0,1,1,Prenton Park,England,Samuel Barrott,England
