match_id,match_date,kick_off,competition_id,competition_name,country_name,season_id,season_name,home_team_id,home_team_name,away_team_id,away_team_name,home_score,away_score,match_week,stadium_name,stadium_country,referee_name,referee_country
3943077,2024-07-15,04:15:00.000,223,Copa America,South America,282,2024,779,Argentina,769,Colombia,1,0,6,Hard Rock Stadium,United States of America,Raphael Claus,Brazil
3943076,2024-07-14,03:00:00.000,223,Copa America,South America,282,2024,1833,Canada,783,Uruguay,2,2,6,Bank of America Stadium,United States of America,Alexis Herrera,Venezuela (Bolivarian Republic)
3942852,2024-07-11,03:00:00.000,223,Copa America,South America,282,2024,783,Uruguay,769,Colombia,0,1,5,Bank of America Stadium,United States of America,César Arturo Ramos Palazuelos,Mexico
3942785,2024-07-10,03:00:00.000,223,Copa America,South America,282,2024,779,Argentina,1833,Canada,2,0,5,MetLife Stadium,United States of America,Piero Maza Gomez,Chile
3942416,2024-07-07,01:00:00.000,223,Copa America,South America,282,2024,769,Colombia,798,Panama,5,0,4,State Farm Stadium,United States of America,Maurizio Mariani,Italy
3942415,2024-07-07,04:00:00.000,223,Copa America,South America,282,2024,783,Uruguay,781,Brazil,0,0,4,Allegiant Stadium,United States of America,Darío Herrera,Argentina
3939986,2024-06-30,03:00:00.000,223,Copa America,South America,282,2024,779,Argentina,784,Peru,2,0,3,Hard Rock Stadium,United States of America,César Arturo Ramos Palazuelos,Mexico
3939973,2024-06-24,04:00:00.000,223,Copa America,South America,282,2024,783,Uruguay,798,Panama,3,1,1,Hard Rock Stadium,United States of America,Piero Maza Gomez,Chile
3942229,2024-07-06,04:00:00.000,223,Copa America,South America,282,2024,3563,Venezuela,1833,Canada,1,1,4,AT&T Stadium,United States of America,Wilton Pereira Sampaio,Brazil
3942228,2024-07-05,04:00:00.000,223,Copa America,South America,282,2024,779,Argentina,3565,Ecuador,1,1,4,NRG Stadium,United States of America,Andrés Matonte,Uruguay
3939985,2024-06-30,03:00:00.000,223,Copa America,South America,282,2024,1833,Canada,3562,Chile,0,0,3,Inter&Co Stadium,United States of America,Wilmar Alexander Roldán Pérez,Colombia
3939984,2024-06-29,01:00:00.000,223,Copa America,South America,282,2024,769,Colombia,795,Costa Rica,3,0,2,State Farm Stadium,United States of America,Gustavo Tejera,Uruguay
3939981,2024-06-28,01:00:00.000,223,Copa America,South America,282,2024,798,Panama,1839,United States,2,1,2,Mercedes-Benz Stadium,United States of America,Ivan Arcides Barton Cisneros,El Salvador
3939992,2024-07-03,04:00:00.000,223,Copa America,South America,282,2024,795,Costa Rica,3567,Paraguay,2,1,3,Q2 Stadium,United States of America,Yael Falcón Pérez,Argentina
3939991,2024-07-03,04:00:00.000,223,Copa America,South America,282,2024,781,Brazil,769,Colombia,1,1,3,Levi''s Stadium,United States of America,Jesús Valenzuela Sáez,Venezuela (Bolivarian Republic)
3939990,2024-07-02,04:00:00.000,223,Copa America,South America,282,2024,1839,United States,783,Uruguay,0,1,3,Arrowhead Stadium,United States of America,Kevin Ortega,Peru
3939989,2024-07-02,04:00:00.000,223,Copa America,South America,282,2024,3564,Bolivia,798,Panama,1,3,3,Orlando City Stadium,United States of America,Edina Alves Batista,Brazil
3939988,2024-07-01,03:00:00.000,223,Copa America,South America,282,2024,794,Mexico,3565,Ecuador,0,0,3,State Farm Stadium,United States of America,Mario Alberto Escobar Toca,Guatemala
3939987,2024-07-01,03:00:00.000,223,Copa America,South America,282,2024,2305,Jamaica,3563,Venezuela,0,3,3,Q2 Stadium,United States of America,Maurizio Mariani,Italy
3939983,2024-06-29,04:00:00.000,223,Copa America,South America,282,2024,3567,Paraguay,781,Brazil,1,4,2,Allegiant Stadium,United States of America,Piero Maza Gomez,Chile
3939982,2024-06-28,04:00:00.000,223,Copa America,South America,282,2024,783,Uruguay,3564,Bolivia,5,0,2,MetLife Stadium,United States of America,Juan Gabriel Benítez,Paraguay
3939980,2024-06-27,01:00:00.000,223,Copa America,South America,282,2024,3565,Ecuador,2305,Jamaica,3,1,2,Allegiant Stadium,United States of America,Cristián Garay,Chile
3939979,2024-06-27,04:00:00.000,223,Copa America,South America,282,2024,3563,Venezuela,794,Mexico,1,0,2,SoFi Stadium,United States of America,Raphael Claus,Brazil
3939978,2024-06-26,01:00:00.000,223,Copa America,South America,282,2024,784,Peru,1833,Canada,0,1,2,Children''s Mercy Park,United States of America,Mario Alberto Escobar Toca,Guatemala
3939977,2024-06-26,04:00:00.000,223,Copa America,South America,282,2024,3562,Chile,779,Argentina,0,1,2,MetLife Stadium,United States of America,Andrés Matonte,Uruguay
3939976,2024-06-25,04:00:00.000,223,Copa America,South America,282,2024,781,Brazil,795,Costa Rica,0,0,1,SoFi Stadium,United States of America,César Arturo Ramos Palazuelos,Mexico
3939975,2024-06-25,01:00:00.000,223,Copa America,South America,282,2024,769,Colombia,3567,Paraguay,2,1,1,NRG Stadium,United States of America,Darío Herrera,Argentina
3939974,2024-06-24,01:00:00.000,223,Copa America,South America,282,2024,1839,United States,3564,Bolivia,2,0,1,AT&T Stadium,United States of America,Maurizio Mariani,Italy
3939972,2024-06-23,01:00:00.000,223,Copa America,South America,282,2024,3565,Ecuador,3563,Venezuela,1,2,1,Levi''s Stadium,United States of America,Wilmar Alexander Roldán Pérez,Colombia
3939971,2024-06-23,04:00:00.000,223,Copa America,South America,282,2024,794,Mexico,2305,Jamaica,1,0,1,NRG Stadium,United States of America,Ismail Elfath,United States of America
3939970,2024-06-22,03:00:00.000,223,Copa America,South America,282,2024,784,Peru,3562,Chile,0,0,1,AT&T Stadium,United States of America,Wilton Pereira Sampaio,Brazil
3939969,2024-06-21,03:00:00.000,223,Copa America,South America,282,2024,779,Argentina,1833,Canada,2,0,1,Mercedes-Benz Stadium,United States of America,Jesús Valenzuela Sáez,Venezuela (Bolivarian Republic)
